max_visitors,avg_visitors,count_visitors,weekend_visitors,sum_visitors
18,12,6,146,73
31,14,7,202,101
33,14,7,200,100
21,17,6,208,104
25,20,7,292,146
18,10,7,148,74
47,18,7,264,132
19,13,6,160,80
23,11,7,156,78
17,11,6,132,66
16,8,6,104,52
44,33,5,336,168
41,30,5,300,150
23,16,4,128,64
15,4,7,60,30
56,24,7,344,172
16,9,7,138,69
30,19,5,198,99
22,16,6,200,100
54,33,7,468,234
30,19,5,190,95
14,10,6,122,61
59,19,6,238,119
29,25,6,306,153
44,31,7,436,218
26,14,6,176,88
14,6,6,78,39
31,22,6,274,137
78,30,7,428,214
12,7,6,84,42
54,22,7,310,155
35,26,7,366,183
36,16,5,160,80
38,21,6,256,128
26,17,7,244,122
20,10,6,120,60
55,42,6,510,255
25,14,5,146,73
37,21,6,256,128
39,31,5,314,157
12,9,7,134,67
27,17,5,172,86
28,23,5,232,116
37,19,6,228,114
36,28,5,286,143
35,25,6,306,153
15,5,6,68,34
13,5,7,70,35
5,5,1,10,5
17,10,7,140,70
33,22,6,272,136
14,9,7,132,66
20,11,7,164,82
29,15,6,182,91
29,21,5,216,108
29,19,7,270,135
39,21,7,304,152
27,13,7,188,94
27,15,7,210,105
31,25,5,254,127
16,10,6,124,62
35,24,6,292,146
22,13,5,130,65
12,8,6,100,50
72,41,6,496,248
21,16,7,228,114
13,8,5,86,43
54,26,6,318,159
23,14,5,146,73
38,18,6,216,108
25,11,6,136,68
64,31,7,442,221
13,7,6,84,42
24,12,4,102,51
53,28,6,340,170
41,31,5,312,156
20,12,7,170,85
19,9,5,96,48
93,62,6,754,377
34,19,6,230,115
12,7,5,72,36
48,30,6,370,185
17,6,7,96,48
31,13,6,158,79
22,7,5,70,35
26,8,6,96,48
66,29,7,414,207
40,27,7,382,191
19,14,5,148,74
11,7,5,74,37
38,16,6,200,100
8,4,6,54,27
28,17,7,248,124
51,35,6,428,214
14,6,6,82,41
46,20,7,288,144
30,17,7,246,123
31,15,6,188,94
29,21,5,214,107
34,26,7,372,186
26,13,7,188,94
15,9,4,72,36
36,20,7,280,140
46,22,6,272,136
33,33,1,66,33
23,9,7,128,64
36,13,7,192,96
46,29,5,298,149
21,16,15,482,241
20,10,7,148,74
2,2,1,4,2
49,31,6,378,189
64,29,7,406,203
7,4,5,44,22
30,18,7,264,132
34,24,9,444,222
15,10,8,162,81
24,14,7,204,102
24,12,6,154,77
27,12,7,174,87
86,32,7,454,227
18,13,7,182,91
24,15,7,212,106
23,16,7,230,115
44,20,6,250,125
48,24,7,338,169
44,26,6,320,160
42,22,6,268,134
75,47,6,570,285
50,32,7,458,229
32,22,7,320,160
62,53,5,534,267
43,22,7,314,157
30,16,7,234,117
1,1,2,4,2
49,30,6,362,181
12,6,7,94,47
51,21,6,256,128
44,25,6,310,155
53,34,6,414,207
37,19,6,234,117
29,14,7,208,104
13,5,6,70,35
57,42,9,768,384
12,8,6,98,49
28,11,7,162,81
13,7,5,74,37
94,56,7,792,396
21,9,7,138,69
31,18,5,188,94
26,26,1,52,26
45,28,7,394,197
19,8,7,112,56
51,23,4,188,94
25,15,7,212,106
13,7,6,88,44
35,20,11,440,220
24,8,7,118,59
27,21,6,262,131
30,16,6,194,97
75,48,22,2152,1076
38,21,6,260,130
33,23,6,282,141
15,11,6,138,69
45,30,8,494,247
9,6,5,64,32
40,13,7,182,91
37,15,8,244,122
34,29,7,418,209
13,6,6,72,36
23,17,6,214,107
37,31,6,382,191
69,33,5,330,165
57,32,7,458,229
38,26,6,322,161
52,36,6,432,216
52,36,6,436,218
36,23,6,278,139
90,52,5,520,260
12,5,6,68,34
53,33,7,470,235
64,39,6,470,235
55,44,6,534,267
29,19,7,276,138
52,20,6,250,125
42,33,6,396,198
21,14,12,338,169
41,28,7,392,196
42,17,5,176,88
39,25,7,354,177
51,37,11,828,414
38,28,6,336,168
19,8,6,106,53
60,35,5,350,175
70,30,7,424,212
42,29,6,352,176
16,9,7,136,68
54,41,9,746,373
33,24,7,346,173
29,15,5,154,77
26,10,7,150,75
52,31,7,444,222
44,29,7,410,205
18,9,6,108,54
34,19,7,266,133
18,10,5,104,52
14,8,6,106,53
37,29,7,410,205
25,19,6,232,116
24,14,6,176,88
51,38,6,466,233
67,35,6,424,212
60,38,7,540,270
10,6,6,74,37
22,13,6,164,82
26,18,7,256,128
15,8,7,122,61
12,6,6,80,40
41,38,6,466,233
20,9,6,116,58
45,21,7,306,153
49,33,46,3094,1547
49,38,6,464,232
10,4,7,68,34
53,42,5,422,211
17,10,7,150,75
43,26,18,964,482
22,12,13,316,158
24,13,6,160,80
44,29,5,290,145
17,10,7,146,73
16,10,6,122,61
41,30,6,364,182
62,40,7,562,281
56,33,7,468,234
21,11,6,142,71
16,8,7,118,59
18,13,6,156,78
40,26,26,1362,681
32,17,6,206,103
37,21,7,304,152
57,47,6,566,283
41,29,7,416,208
27,16,5,168,84
41,31,7,444,222
48,27,7,378,189
10,5,7,78,39
15,9,5,90,45
15,9,5,90,45
18,12,7,172,86
36,24,7,342,171
37,21,4,174,87
56,46,7,644,322
45,22,7,320,160
20,13,6,162,81
60,32,6,384,192
28,17,6,204,102
16,10,6,124,62
30,11,7,162,81
30,15,6,190,95
24,13,6,162,81
18,11,6,142,71
50,32,7,460,230
42,35,4,282,141
45,24,7,342,171
27,17,6,210,105
19,14,6,168,84
35,21,7,298,149
45,21,3,128,64
37,27,4,218,109
33,19,5,198,99
39,18,6,216,108
17,9,6,118,59
95,68,7,960,480
55,34,6,408,204
58,31,7,438,219
35,22,7,314,157
24,15,7,216,108
24,11,7,154,77
72,53,5,534,267
21,16,5,164,82
43,29,6,354,177
41,22,6,272,136
31,20,9,366,183
23,16,5,166,83
29,22,6,264,132
30,17,6,206,103
37,21,7,304,152
46,36,4,294,147
49,41,6,498,249
55,32,7,450,225
21,13,8,216,108
34,20,5,200,100
46,29,7,418,209
84,48,7,676,338
35,13,6,166,83
12,6,6,80,40
90,50,6,604,302
33,28,6,338,169
25,20,5,202,101
12,10,6,120,60
21,13,6,156,78
32,26,12,644,322
34,16,7,232,116
53,21,7,294,147
25,16,5,164,82
27,20,7,284,142
26,12,7,176,88
53,22,7,320,160
16,11,7,160,80
18,11,7,158,79
15,12,4,100,50
22,10,6,130,65
43,32,6,392,196
56,33,6,396,198
39,15,6,180,90
17,5,7,72,36
47,33,7,468,234
12,6,7,96,48
30,23,6,282,141
38,24,6,290,145
54,36,7,514,257
34,25,5,250,125
12,8,6,96,48
72,20,7,292,146
37,31,6,380,190
42,31,6,374,187
31,17,5,178,89
31,7,7,108,54
39,18,7,260,130
52,27,7,382,191
11,6,7,86,43
35,24,7,338,169
54,26,7,364,182
22,12,5,124,62
93,35,6,422,211
21,15,6,186,93
14,8,5,82,41
52,30,6,360,180
28,11,6,132,66
32,21,5,212,106
37,28,5,284,142
11,7,7,110,55
43,26,5,260,130
26,15,5,152,76
39,17,7,246,123
27,20,5,202,101
60,41,6,494,247
21,8,7,114,57
15,7,7,106,53
20,13,7,182,91
30,15,7,222,111
21,9,7,130,65
19,11,7,162,81
22,10,6,126,63
37,20,6,250,125
39,26,7,374,187
42,27,6,332,166
40,25,7,352,176
57,31,6,380,190
35,25,5,256,128
25,9,6,114,57
44,24,6,298,149
25,17,6,210,105
21,13,6,162,81
59,38,6,462,231
21,16,5,166,83
14,9,6,110,55
45,30,6,362,181
35,24,5,240,120
39,26,5,266,133
13,9,4,72,36
75,34,7,480,240
9,4,6,52,26
19,12,7,170,85
38,28,6,338,169
48,29,6,352,176
26,13,7,194,97
8,3,6,42,21
89,70,6,844,422
31,18,5,186,93
21,10,5,108,54
51,40,4,320,160
15,7,7,100,50
24,7,7,102,51
17,8,5,88,44
27,11,7,166,83
47,24,7,344,172
38,24,7,336,168
19,15,4,120,60
17,9,6,118,59
36,18,6,216,108
14,6,6,82,41
28,17,7,250,125
59,32,7,450,225
16,7,6,92,46
46,28,7,396,198
33,18,7,264,132
37,30,5,304,152
40,28,5,284,142
38,25,7,356,178
22,10,7,152,76
11,5,5,52,26
43,22,6,270,135
18,10,6,128,64
33,19,5,196,98
10,7,6,92,46
15,9,7,128,64
38,29,5,298,149
31,22,19,868,434
16,9,7,128,64
1,1,1,2,1
53,31,7,438,219
77,44,7,622,311
5,4,6,48,24
34,22,7,314,157
59,33,13,874,437
34,16,9,294,147
25,15,7,210,105
19,12,7,180,90
47,22,7,308,154
72,31,7,436,218
18,12,7,180,90
32,18,6,216,108
64,29,7,412,206
44,27,5,276,138
61,24,7,340,170
48,32,7,452,226
43,21,7,300,150
67,46,6,558,279
50,32,7,458,229
48,23,7,330,165
82,55,5,558,279
30,17,7,242,121
47,24,7,346,173
1,1,1,2,1
34,28,6,338,169
11,6,6,78,39
80,29,6,358,179
43,22,8,358,179
66,36,6,436,218
47,31,6,380,190
19,11,7,162,81
10,5,5,50,25
53,31,8,510,255
17,9,6,108,54
22,10,6,126,63
21,8,6,106,53
92,69,7,968,484
13,6,7,84,42
37,25,4,202,101
28,13,3,80,40
51,29,7,408,204
34,12,7,170,85
89,29,6,348,174
32,17,6,210,105
15,7,6,90,45
34,16,8,256,128
19,12,7,168,84
27,18,6,226,113
33,21,6,262,131
59,44,18,1610,805
44,25,6,304,152
28,21,7,296,148
21,15,5,152,76
45,33,7,464,232
7,4,6,56,28
32,17,7,240,120
43,20,8,326,163
36,30,6,360,180
24,9,6,114,57
36,20,5,204,102
58,30,5,300,150
40,26,6,316,158
51,35,7,494,247
41,33,6,404,202
64,43,6,526,263
65,38,6,464,232
36,25,5,254,127
120,79,5,798,399
16,7,7,106,53
41,29,7,408,204
40,22,6,270,135
61,47,6,572,286
32,22,6,270,135
38,18,6,226,113
69,41,6,496,248
15,10,17,362,181
37,29,6,358,179
77,42,7,592,296
34,23,7,328,164
49,30,7,424,212
41,26,6,316,158
11,8,5,82,41
64,32,6,394,197
50,24,7,344,172
49,27,5,278,139
23,10,7,146,73
23,10,6,120,60
28,24,7,346,173
25,17,6,204,102
13,8,7,118,59
55,44,6,530,265
40,30,7,420,210
23,12,7,172,86
25,15,10,308,154
27,14,5,142,71
12,8,6,98,49
60,33,7,464,232
31,23,6,276,138
15,9,6,108,54
51,37,6,454,227
63,32,6,384,192
55,26,7,366,183
11,6,7,84,42
18,13,6,156,78
24,15,7,216,108
22,11,6,138,69
9,6,6,82,41
39,37,6,444,222
23,9,5,94,47
29,17,6,214,107
48,29,45,2622,1311
6,3,6,44,22
70,43,6,518,259
25,14,7,198,99
43,27,8,442,221
23,15,15,456,228
40,14,4,112,56
44,24,6,298,149
26,9,7,138,69
24,8,5,88,44
66,43,6,516,258
104,55,6,664,332
40,27,7,382,191
13,7,6,94,47
21,9,6,108,54
16,9,6,110,55
54,40,23,1856,928
43,21,6,262,131
23,19,6,230,115
52,36,6,442,221
48,22,7,310,155
31,15,5,158,79
53,31,7,442,221
50,32,6,392,196
18,11,7,156,78
11,6,6,76,38
17,10,4,82,41
22,14,7,196,98
29,15,7,214,107
24,16,6,202,101
54,43,7,614,307
37,19,6,230,115
25,12,7,180,90
41,20,7,282,141
27,13,7,194,97
16,10,7,148,74
22,15,7,210,105
25,14,6,170,85
25,13,6,158,79
19,13,6,158,79
37,30,7,424,212
38,29,7,412,206
41,30,7,420,210
19,11,7,154,77
15,12,6,150,75
33,25,7,352,176
25,20,2,82,41
44,21,5,210,105
31,21,6,262,131
16,10,7,140,70
14,6,7,90,45
80,47,7,658,329
56,38,6,466,233
45,31,7,444,222
28,14,7,200,100
27,19,7,266,133
7,4,6,56,28
86,57,6,688,344
18,13,5,138,69
45,26,5,264,132
37,19,6,228,114
22,17,11,388,194
30,22,6,270,135
37,18,7,254,127
30,19,5,196,98
26,17,4,138,69
24,13,5,138,69
54,44,6,528,264
65,39,7,546,273
32,12,8,194,97
40,17,6,214,107
40,19,7,272,136
87,54,7,764,382
33,13,7,182,91
19,8,7,120,60
85,42,7,594,297
37,31,6,382,191
21,17,3,102,51
9,6,6,74,37
20,14,6,174,87
21,17,6,208,104
32,15,7,212,106
26,17,6,208,104
39,15,6,188,94
23,20,7,288,144
20,10,7,140,70
43,26,7,364,182
23,12,7,178,89
14,10,3,60,30
14,6,6,82,41
22,10,6,126,63
45,27,7,384,192
44,29,5,294,147
20,11,5,114,57
5,3,6,46,23
55,33,7,466,233
18,12,5,122,61
22,16,5,168,84
26,17,7,240,120
59,26,7,364,182
51,30,5,302,151
16,9,5,94,47
96,32,7,450,225
43,27,6,326,163
55,41,6,500,250
32,16,6,202,101
14,7,7,104,52
34,20,7,292,146
49,24,7,346,173
23,12,7,180,90
64,29,6,356,178
50,25,7,350,175
14,8,6,106,53
34,20,7,280,140
23,15,6,186,93
24,12,6,148,74
38,24,7,336,168
20,11,5,114,57
28,16,6,200,100
39,29,6,352,176
12,8,7,112,56
53,26,5,268,134
17,13,6,156,78
32,22,6,270,135
44,31,5,314,157
53,32,6,384,192
9,4,5,44,22
34,17,6,208,104
17,11,7,164,82
34,16,7,228,114
24,13,7,182,91
13,8,7,122,61
23,11,6,142,71
45,24,5,240,120
39,23,7,332,166
46,24,6,294,147
30,14,7,200,100
53,25,6,302,151
49,32,6,390,195
22,11,6,136,68
26,20,6,248,124
15,12,5,122,61
14,9,6,112,56
41,34,6,408,204
19,16,7,232,116
22,12,5,122,61
29,24,6,294,147
30,17,5,174,87
28,15,7,220,110
14,10,4,80,40
52,31,7,446,223
8,4,6,58,29
18,8,7,124,62
29,24,6,288,144
40,26,5,260,130
23,15,7,222,111
15,9,4,72,36
86,68,5,686,343
32,15,6,190,95
22,15,2,62,31
51,34,5,346,173
16,11,6,134,67
21,9,7,126,63
12,8,6,98,49
24,14,6,168,84
59,32,7,460,230
45,34,7,488,244
27,20,5,206,103
12,8,5,86,43
29,15,6,184,92
10,5,6,70,35
26,18,7,256,128
63,30,6,370,185
9,7,6,86,43
38,25,7,350,175
34,17,7,242,121
33,21,5,210,105
30,20,5,204,102
35,21,7,302,151
38,16,7,230,115
6,4,5,42,21
44,20,7,282,141
21,14,6,168,84
23,8,5,84,42
13,9,6,116,58
24,11,7,166,83
42,32,5,322,161
23,18,17,620,310
14,9,6,118,59
50,23,7,324,162
71,41,7,574,287
6,3,6,44,22
30,22,7,318,159
46,26,14,738,369
14,9,8,144,72
19,12,7,172,86
12,6,7,96,48
45,20,7,286,143
48,29,7,408,204
20,10,6,130,65
25,15,7,210,105
61,29,7,414,207
31,15,7,210,105
47,21,7,294,147
56,29,7,410,205
37,26,6,312,156
65,40,6,488,244
87,34,7,482,241
39,24,7,348,174
44,40,5,400,200
31,18,6,218,109
22,15,7,216,108
1,1,2,4,2
46,32,6,392,196
12,7,6,94,47
61,21,6,254,127
44,27,10,546,273
64,39,5,390,195
36,25,6,306,153
25,12,7,174,87
9,6,5,64,32
40,33,8,532,266
23,14,7,204,102
12,6,7,92,46
27,17,6,212,106
53,45,7,640,320
19,6,7,90,45
23,16,5,168,84
9,6,2,26,13
53,21,7,306,153
35,11,7,160,80
48,31,3,190,95
36,16,7,228,114
8,5,6,70,35
28,20,10,400,200
14,8,7,118,59
31,24,6,294,147
29,12,5,126,63
61,44,26,2328,1164
21,14,6,174,87
26,21,7,298,149
16,13,6,162,81
39,30,7,424,212
8,4,6,56,28
34,17,7,238,119
3,3,1,6,3
38,21,9,392,196
31,26,7,364,182
18,10,6,124,62
29,21,6,254,127
57,37,6,452,226
44,32,7,452,226
33,30,6,360,180
52,32,7,460,230
46,36,6,442,221
40,22,7,310,155
86,59,3,358,179
17,11,7,154,77
32,25,7,358,179
65,39,7,552,276
53,45,6,548,274
43,29,5,290,145
38,27,6,334,167
65,41,5,412,206
17,11,11,242,121
39,27,6,326,163
51,27,7,384,192
54,45,6,544,272
44,33,12,792,396
40,21,6,254,127
31,17,4,138,69
86,41,6,500,250
124,32,7,460,230
37,19,6,230,115
23,14,6,168,84
53,34,10,698,349
26,19,7,278,139
32,17,6,214,107
29,14,5,148,74
59,45,7,638,319
59,32,7,456,228
20,9,7,138,69
22,17,7,238,119
20,14,5,148,74
22,11,7,162,81
54,37,6,446,223
28,20,6,242,121
34,16,5,166,83
73,38,6,458,229
75,42,6,508,254
58,33,7,462,231
17,7,4,60,30
27,16,6,202,101
26,14,7,204,102
19,11,6,132,66
27,10,7,150,75
43,34,6,414,207
17,9,5,92,46
49,22,6,264,132
59,35,47,3376,1688
9,5,6,68,34
82,46,6,552,276
37,17,7,244,122
49,23,13,622,311
26,15,12,380,190
45,16,5,160,80
48,27,6,334,167
18,13,7,182,91
22,10,7,150,75
42,29,6,352,176
81,51,7,724,362
65,45,7,636,318
17,9,6,118,59
12,9,6,108,54
17,10,6,126,63
48,22,25,1146,573
13,7,6,88,44
32,20,6,240,120
32,15,6,180,90
50,39,6,470,235
69,38,7,538,269
30,16,5,164,82
48,27,7,382,191
50,36,6,442,221
21,14,6,170,85
13,7,6,92,46
14,10,6,120,60
18,14,7,196,98
38,19,7,278,139
24,15,7,218,109
54,38,7,542,271
49,23,7,324,162
33,16,6,194,97
43,20,7,290,145
30,16,6,198,99
25,15,7,220,110
27,19,7,268,134
20,15,6,182,91
27,13,7,186,93
19,11,6,142,71
50,32,7,448,224
40,33,6,396,198
42,17,7,246,123
24,14,7,196,98
18,13,6,160,80
43,23,7,334,167
63,29,5,296,148
37,27,5,270,135
50,28,6,344,172
11,8,7,118,59
18,8,6,102,51
103,60,7,848,424
48,37,6,452,226
58,26,7,366,183
29,17,7,250,125
36,15,7,216,108
30,11,6,138,69
86,56,6,680,340
19,17,5,174,87
39,26,6,320,160
36,19,7,276,138
24,18,12,432,216
26,17,6,214,107
29,24,6,298,149
21,15,5,150,75
40,23,7,334,167
34,19,5,198,99
45,35,6,422,211
47,29,7,410,205
22,10,8,162,81
33,16,6,196,98
64,34,6,414,207
87,60,6,720,360
27,15,6,184,92
29,15,6,180,90
86,48,6,584,292
45,34,6,410,205
25,13,5,132,66
14,8,6,106,53
18,14,6,172,86
27,17,7,244,122
35,16,7,232,116
25,16,6,192,96
30,14,6,170,85
25,20,7,292,146
19,10,7,144,72
42,22,7,308,154
15,9,3,54,27
23,11,7,166,83
27,12,6,146,73
37,15,6,182,91
42,30,7,426,213
34,26,6,314,157
14,8,6,104,52
16,12,5,128,64
48,25,7,358,179
9,5,5,54,27
23,17,6,208,104
30,18,6,216,108
52,37,7,520,260
34,19,5,196,98
15,8,6,98,49
78,35,8,566,283
40,27,6,330,165
55,31,6,382,191
24,18,6,218,109
19,9,6,114,57
33,24,6,292,146
36,25,7,358,179
20,10,7,148,74
13,7,3,42,21
72,38,7,544,272
50,25,7,350,175
17,11,6,132,66
33,25,6,306,153
21,15,5,154,77
22,12,6,146,73
29,21,6,256,128
47,14,7,198,99
24,14,6,176,88
32,20,7,290,145
16,10,7,146,73
38,27,5,276,138
22,14,5,140,70
41,19,7,268,134
45,29,5,296,148
52,36,5,364,182
11,5,5,50,25
28,12,7,174,87
36,15,7,210,105
19,12,7,174,87
19,11,7,164,82
27,12,7,180,90
26,12,6,154,77
45,27,6,324,162
38,27,7,390,195
41,29,6,354,177
40,19,7,270,135
73,30,7,424,212
44,24,7,340,170
28,7,6,90,45
39,24,6,288,144
33,15,6,186,93
12,4,7,68,34
44,34,6,414,207
19,14,6,174,87
11,8,6,96,48
49,30,5,306,153
29,15,6,186,93
39,22,6,272,136
20,8,5,82,41
84,40,7,570,285
13,8,6,98,49
38,14,7,196,98
40,26,6,314,157
40,25,6,304,152
19,10,7,152,76
17,8,5,80,40
101,79,6,952,476
51,32,6,386,193
17,11,4,92,46
45,24,5,248,124
19,10,7,140,70
23,11,7,160,80
16,12,5,122,61
23,10,7,144,72
53,22,7,320,160
59,33,7,474,237
20,15,5,150,75
12,9,5,90,45
39,13,6,164,82
14,8,6,102,51
31,20,7,290,145
64,36,6,440,220
13,7,6,86,43
46,22,7,310,155
24,16,7,228,114
29,18,5,188,94
25,20,5,206,103
47,22,7,308,154
15,9,7,136,68
9,5,5,58,29
37,23,6,276,138
46,17,6,210,105
29,16,4,130,65
16,6,7,94,47
30,14,7,208,104
48,35,5,358,179
31,16,19,632,316
16,9,5,92,46
46,30,7,430,215
80,38,7,542,271
8,3,7,46,23
42,26,7,364,182
50,28,11,634,317
20,12,4,96,48
17,9,6,114,57
18,6,7,92,46
36,20,7,282,141
55,33,7,470,235
16,11,7,154,77
22,10,6,126,63
36,28,7,398,199
49,22,7,314,157
46,28,7,398,199
51,28,7,394,197
95,50,6,602,301
66,45,6,548,274
51,29,7,412,206
45,23,7,334,167
59,45,5,458,229
64,26,6,316,158
30,17,7,244,122
1,1,1,2,1
39,29,6,356,178
19,11,6,134,67
68,25,6,302,151
50,21,8,338,169
62,37,6,444,222
38,26,6,316,158
30,12,7,178,89
18,11,6,132,66
42,31,6,382,191
33,14,7,196,98
29,12,7,174,87
33,14,6,176,88
113,60,7,844,422
20,8,7,116,58
32,20,4,166,83
71,46,4,374,187
50,34,7,478,239
13,8,7,116,58
61,25,6,300,150
32,18,6,224,112
14,6,7,94,47
28,15,9,278,139
14,9,6,108,54
28,23,6,282,141
30,15,2,62,31
91,62,33,4126,2063
63,32,6,390,195
35,26,7,372,186
16,11,6,134,67
53,38,10,768,384
8,5,6,62,31
38,16,7,228,114
35,24,12,598,299
34,34,1,68,34
72,17,6,210,105
29,15,6,184,92
34,24,6,288,144
48,32,7,454,227
39,31,6,372,186
60,36,6,434,217
56,37,6,444,222
45,21,6,262,131
102,45,6,540,270
2,2,1,4,2
8,4,6,48,24
44,28,7,402,201
66,25,7,354,177
64,52,6,634,317
47,26,7,364,182
38,20,6,244,122
62,52,5,520,260
18,13,14,376,188
37,28,6,336,168
62,32,7,460,230
59,34,7,484,242
54,30,14,866,433
34,26,6,322,161
14,6,4,48,24
55,35,6,430,215
42,17,7,248,124
35,17,6,206,103
21,13,7,190,95
21,9,6,110,55
31,26,7,366,183
29,17,6,210,105
15,8,6,104,52
71,48,9,874,437
63,31,7,436,218
19,9,7,136,68
15,9,8,148,74
22,16,6,200,100
16,9,7,134,67
58,44,6,538,269
39,27,5,270,135
20,7,6,90,45
65,46,6,560,280
66,37,6,454,227
61,32,7,458,229
16,4,6,54,27
23,14,7,208,104
21,17,7,240,120
16,11,6,134,67
11,9,5,90,45
54,37,6,448,224
8,4,6,48,24
30,17,6,204,102
69,41,37,3090,1545
7,3,7,44,22
66,45,7,634,317
18,10,7,144,72
48,35,7,494,247
31,19,16,624,312
41,14,5,146,73
45,28,6,336,168
34,14,7,200,100
22,11,6,138,69
47,40,7,560,280
51,34,7,488,244
55,29,7,406,203
16,10,6,122,61
11,5,5,56,28
18,11,6,132,66
50,25,22,1126,563
19,11,6,134,67
37,22,6,264,132
39,17,6,214,107
69,45,6,544,272
36,23,7,322,161
30,16,6,198,99
42,26,7,370,185
55,40,6,480,240
20,11,6,142,71
12,6,6,74,37
15,10,5,102,51
18,13,6,164,82
43,17,7,238,119
29,16,6,196,98
61,41,7,584,292
46,25,7,354,177
25,16,6,200,100
73,28,7,404,202
34,16,6,194,97
19,9,6,116,58
29,15,7,216,108
25,17,6,206,103
23,10,7,140,70
21,9,5,92,46
60,27,7,382,191
41,31,6,376,188
47,25,7,362,181
24,16,7,228,114
20,13,6,160,80
67,31,7,438,219
52,20,7,290,145
18,16,5,162,81
34,20,6,248,124
26,15,7,218,109
14,8,7,120,60
82,52,6,624,312
55,36,7,512,256
52,26,7,374,187
30,20,7,280,140
27,14,7,206,103
24,11,6,142,71
91,62,6,750,375
20,15,5,150,75
41,34,6,416,208
30,18,6,224,112
22,18,10,370,185
49,19,6,238,119
32,17,7,250,125
36,19,6,232,116
44,24,7,348,174
47,19,5,194,97
50,34,6,418,209
94,49,7,686,343
27,15,9,276,138
21,8,7,118,59
37,24,7,346,173
96,68,6,824,412
23,8,7,124,62
18,8,6,104,52
69,43,6,526,263
74,32,7,454,227
25,19,5,192,96
26,11,6,134,67
35,15,6,186,93
21,15,7,216,108
30,14,7,200,100
27,14,7,204,102
13,10,6,124,62
27,21,7,296,148
20,10,7,148,74
48,22,7,316,158
27,14,7,200,100
29,14,7,206,103
15,9,6,108,54
25,11,6,142,71
42,32,4,262,131
45,31,5,310,155
18,9,5,96,48
24,15,7,218,109
68,33,7,472,236
34,10,7,142,71
31,19,5,196,98
25,16,6,202,101
54,33,7,464,232
24,20,5,206,103
16,9,6,116,58
96,39,7,550,275
45,27,6,332,166
48,33,7,468,234
23,15,6,182,91
13,7,6,88,44
32,17,7,244,122
67,24,7,346,173
19,10,6,124,62
30,15,7,212,106
47,23,7,332,166
43,25,7,356,178
15,11,5,116,58
60,28,6,338,169
23,16,4,128,64
17,11,6,136,68
46,28,6,342,171
25,13,7,184,92
22,14,6,176,88
39,22,7,320,160
16,8,7,120,60
37,25,5,252,126
23,15,5,154,77
45,21,6,262,131
42,29,4,238,119
41,22,7,312,156
14,6,5,62,31
34,12,7,178,89
20,11,7,164,82
21,15,7,214,107
31,15,7,212,106
17,10,7,140,70
21,9,6,118,59
50,22,4,176,88
47,27,7,382,191
42,22,7,310,155
41,18,7,256,128
41,18,7,258,129
46,28,7,396,198
23,10,6,124,62
31,23,7,322,161
18,13,5,132,66
17,8,6,102,51
56,36,6,442,221
19,15,7,210,105
14,8,6,100,50
53,32,6,384,192
30,16,6,194,97
39,23,6,282,141
10,8,5,80,40
66,33,7,470,235
17,9,5,98,49
23,12,7,168,84
46,28,6,336,168
53,34,5,342,171
26,12,7,168,84
17,5,7,82,41
105,65,6,782,391
53,22,6,270,135
20,12,5,126,63
39,28,5,284,142
18,11,6,138,69
19,8,7,124,62
16,8,5,84,42
18,9,7,130,65
37,26,7,372,186
63,33,7,468,234
16,13,5,134,67
11,5,5,58,29
25,12,6,148,74
14,7,6,92,46
34,18,7,258,129
50,26,7,366,183
16,9,4,76,38
40,21,7,306,153
39,16,7,232,116
39,23,5,232,116
35,24,5,246,123
43,27,7,378,189
15,10,7,148,74
10,5,5,54,27
33,12,7,178,89
29,18,6,220,110
22,14,5,142,71
19,8,7,116,58
21,11,6,136,68
45,38,5,386,193
23,17,19,660,330
25,14,5,146,73
42,24,7,336,168
66,38,7,540,270
4,2,6,26,13
33,25,7,350,175
91,55,15,1660,830
10,8,5,86,43
26,14,7,202,101
18,10,7,148,74
33,18,7,258,129
58,38,7,540,270
16,10,7,148,74
20,12,6,154,77
37,21,7,296,148
41,23,7,328,164
76,30,7,422,211
64,30,7,422,211
92,37,6,446,223
72,47,7,664,332
44,33,7,462,231
36,17,7,244,122
67,50,5,500,250
50,24,6,292,146
32,18,7,262,131
1,1,1,2,1
39,26,6,320,160
12,10,6,120,60
60,19,5,196,98
38,31,10,626,313
75,45,6,544,272
30,21,6,252,126
32,15,7,218,109
11,7,6,84,42
46,37,7,524,262
12,5,6,64,32
24,9,7,136,68
32,20,4,162,81
91,47,7,664,332
10,6,7,94,47
30,17,4,136,68
97,51,3,308,154
239,61,7,862,431
19,8,7,118,59
35,18,6,216,108
32,12,7,180,90
14,6,6,78,39
36,20,7,286,143
20,14,6,170,85
29,26,6,322,161
33,25,4,202,101
49,38,21,1602,801
64,27,6,332,166
38,25,7,358,179
28,15,6,180,90
49,33,8,538,269
7,5,6,64,32
25,12,7,168,84
42,26,15,790,395
50,32,6,394,197
17,8,7,112,56
28,20,6,244,122
48,36,6,438,219
55,39,7,546,273
35,27,7,378,189
57,35,7,498,249
42,34,6,410,205
62,24,6,296,148
